case_id,child_id,episode_id,note_date,note_type,note_text,author
,486,309,2023-04-14,court,Initial assessment completed. Child appears safe in current placement.,J. Smith
,486,309,2024-01-22,review,Parent-child visit supervised. Positive interaction observed.,R. Davis
,486,309,2025-09-06,visit,Case review meeting held with team. Progress toward goals noted.,A. Williams
,486,309,2025-10-21,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,486,309,2022-12-15,court,Court hearing scheduled for next month regarding permanency.,J. Smith
,486,309,2024-01-08,review,Case review meeting held with team. Progress toward goals noted.,R. Davis
,486,309,2022-10-19,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
,486,309,2025-05-16,service,Case review meeting held with team. Progress toward goals noted.,R. Davis
,486,309,2025-05-08,assessment,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
,486,309,2025-03-08,review,Educational needs assessment conducted. IEP recommended.,J. Smith
10.0,429,310,2025-02-24,visit,Child expressed desire to maintain contact with siblings.,K. Brown
10.0,429,310,2023-07-26,assessment,Educational needs assessment conducted. IEP recommended.,A. Williams
10.0,429,310,2023-04-14,service,Case review meeting held with team. Progress toward goals noted.,A. Williams
10.0,429,310,2024-05-26,assessment,Safety concerns noted during home visit. Follow-up required.,K. Brown
10.0,429,310,2024-01-13,review,Case review meeting held with team. Progress toward goals noted.,R. Davis
10.0,429,310,2024-08-18,review,Educational needs assessment conducted. IEP recommended.,J. Smith
10.0,429,310,2023-05-21,assessment,Child expressed desire to maintain contact with siblings.,M. Johnson
10.0,429,310,2023-02-26,service,Initial assessment completed. Child appears safe in current placement.,R. Davis
10.0,429,310,2025-08-04,visit,Monthly visit conducted. Child is adjusting well to school.,K. Brown
152.0,20,311,2025-05-17,court,Monthly visit conducted. Child is adjusting well to school.,R. Davis
152.0,20,311,2025-10-28,assessment,Safety concerns noted during home visit. Follow-up required.,R. Davis
152.0,20,311,2025-08-31,assessment,Monthly visit conducted. Child is adjusting well to school.,J. Smith
76.0,11,312,2022-12-10,review,Initial assessment completed. Child appears safe in current placement.,J. Smith
76.0,11,312,2025-01-20,court,Medical examination completed. All immunizations up to date.,M. Johnson
76.0,11,312,2023-09-20,service,Safety concerns noted during home visit. Follow-up required.,R. Davis
76.0,11,312,2025-09-10,review,Educational needs assessment conducted. IEP recommended.,R. Davis
76.0,11,312,2024-11-29,visit,Medical examination completed. All immunizations up to date.,M. Johnson
76.0,11,312,2023-03-01,court,Medical examination completed. All immunizations up to date.,J. Smith
76.0,11,312,2025-03-01,court,Educational needs assessment conducted. IEP recommended.,J. Smith
76.0,11,312,2023-10-29,service,Case review meeting held with team. Progress toward goals noted.,J. Smith
76.0,11,312,2024-06-30,visit,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
76.0,11,312,2025-09-06,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,104,313,2025-10-27,review,Court hearing scheduled for next month regarding permanency.,K. Brown
,104,313,2025-08-02,review,Educational needs assessment conducted. IEP recommended.,J. Smith
,104,313,2025-05-30,visit,Case review meeting held with team. Progress toward goals noted.,A. Williams
,104,313,2025-05-11,visit,Therapeutic services initiated. Child responding well to counseling.,J. Smith
,104,313,2025-11-07,service,Monthly visit conducted. Child is adjusting well to school.,A. Williams
,104,313,2025-08-20,visit,Educational needs assessment conducted. IEP recommended.,R. Davis
,104,313,2025-05-21,assessment,Educational needs assessment conducted. IEP recommended.,A. Williams
,104,313,2025-10-24,review,Parent-child visit supervised. Positive interaction observed.,A. Williams
,104,313,2025-07-26,court,Monthly visit conducted. Child is adjusting well to school.,K. Brown
,31,314,2025-09-17,court,Initial assessment completed. Child appears safe in current placement.,R. Davis
,31,314,2025-10-17,court,Case review meeting held with team. Progress toward goals noted.,K. Brown
,31,314,2025-10-13,review,Parent-child visit supervised. Positive interaction observed.,A. Williams
,31,314,2025-10-18,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
,31,314,2025-10-29,court,Court hearing scheduled for next month regarding permanency.,J. Smith
,31,314,2025-10-20,visit,Court hearing scheduled for next month regarding permanency.,R. Davis
,31,314,2025-10-07,visit,Child expressed desire to maintain contact with siblings.,M. Johnson
,31,314,2025-09-14,court,Case review meeting held with team. Progress toward goals noted.,M. Johnson
,31,314,2025-10-16,court,Medical examination completed. All immunizations up to date.,R. Davis
,397,315,2025-02-23,review,Case review meeting held with team. Progress toward goals noted.,M. Johnson
,397,315,2025-11-22,review,Child expressed desire to maintain contact with siblings.,R. Davis
,397,315,2027-02-06,review,Parent-child visit supervised. Positive interaction observed.,R. Davis
,397,315,2025-04-06,service,Court hearing scheduled for next month regarding permanency.,A. Williams
,397,315,2026-04-03,service,Court hearing scheduled for next month regarding permanency.,R. Davis
249.0,361,316,2025-06-06,service,Initial assessment completed. Child appears safe in current placement.,R. Davis
249.0,361,316,2022-05-30,court,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
249.0,361,316,2022-09-09,court,Case review meeting held with team. Progress toward goals noted.,M. Johnson
249.0,361,316,2023-03-15,visit,Parent-child visit supervised. Positive interaction observed.,M. Johnson
249.0,361,316,2024-09-20,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
249.0,361,316,2023-06-14,court,Safety concerns noted during home visit. Follow-up required.,R. Davis
249.0,361,316,2024-12-02,service,Safety concerns noted during home visit. Follow-up required.,J. Smith
249.0,361,316,2022-12-26,court,Therapeutic services initiated. Child responding well to counseling.,K. Brown
249.0,361,316,2022-11-13,visit,Case review meeting held with team. Progress toward goals noted.,J. Smith
249.0,361,316,2024-06-17,visit,Parent-child visit supervised. Positive interaction observed.,A. Williams
90.0,155,317,2024-01-15,service,Monthly visit conducted. Child is adjusting well to school.,K. Brown
90.0,155,317,2025-04-26,review,Court hearing scheduled for next month regarding permanency.,A. Williams
90.0,155,317,2025-08-17,review,Medical examination completed. All immunizations up to date.,J. Smith
90.0,155,317,2025-01-31,review,Court hearing scheduled for next month regarding permanency.,J. Smith
90.0,155,317,2024-09-21,service,Therapeutic services initiated. Child responding well to counseling.,K. Brown
90.0,155,317,2025-05-30,assessment,Safety concerns noted during home visit. Follow-up required.,R. Davis
90.0,155,317,2024-06-24,service,Therapeutic services initiated. Child responding well to counseling.,R. Davis
16.0,406,318,2023-11-30,review,Child expressed desire to maintain contact with siblings.,R. Davis
196.0,406,318,2023-09-22,court,Medical examination completed. All immunizations up to date.,K. Brown
196.0,406,318,2023-10-10,visit,Safety concerns noted during home visit. Follow-up required.,A. Williams
196.0,406,318,2023-11-01,court,Initial assessment completed. Child appears safe in current placement.,J. Smith
16.0,406,318,2022-07-14,review,Court hearing scheduled for next month regarding permanency.,J. Smith
196.0,406,318,2023-07-11,assessment,Child expressed desire to maintain contact with siblings.,J. Smith
16.0,406,318,2023-03-03,visit,Educational needs assessment conducted. IEP recommended.,J. Smith
16.0,406,318,2023-05-15,assessment,Case review meeting held with team. Progress toward goals noted.,R. Davis
196.0,406,318,2023-09-28,assessment,Child expressed desire to maintain contact with siblings.,A. Williams
114.0,356,319,2022-11-27,visit,Medical examination completed. All immunizations up to date.,R. Davis
250.0,356,319,2022-09-11,court,Case review meeting held with team. Progress toward goals noted.,J. Smith
250.0,356,319,2022-11-11,visit,Initial assessment completed. Child appears safe in current placement.,J. Smith
250.0,356,319,2023-03-01,assessment,Therapeutic services initiated. Child responding well to counseling.,R. Davis
250.0,356,319,2023-02-22,assessment,Initial assessment completed. Child appears safe in current placement.,A. Williams
250.0,356,319,2023-08-15,service,Therapeutic services initiated. Child responding well to counseling.,R. Davis
,418,320,2025-05-22,service,Child expressed desire to maintain contact with siblings.,J. Smith
,418,320,2025-03-30,service,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,418,320,2024-10-21,court,Safety concerns noted during home visit. Follow-up required.,K. Brown
,418,320,2025-04-18,service,Educational needs assessment conducted. IEP recommended.,A. Williams
,418,320,2025-07-16,visit,Case review meeting held with team. Progress toward goals noted.,K. Brown
,418,320,2025-03-20,court,Parent-child visit supervised. Positive interaction observed.,M. Johnson
,418,320,2025-06-30,review,Initial assessment completed. Child appears safe in current placement.,K. Brown
,418,320,2024-12-19,assessment,Safety concerns noted during home visit. Follow-up required.,A. Williams
,418,320,2025-05-09,service,Court hearing scheduled for next month regarding permanency.,M. Johnson
,66,321,2025-09-19,court,Initial assessment completed. Child appears safe in current placement.,J. Smith
,66,321,2025-11-20,court,Case review meeting held with team. Progress toward goals noted.,R. Davis
,66,321,2025-09-30,assessment,Initial assessment completed. Child appears safe in current placement.,J. Smith
,66,321,2026-09-21,service,Court hearing scheduled for next month regarding permanency.,M. Johnson
,66,321,2025-02-08,assessment,Court hearing scheduled for next month regarding permanency.,A. Williams
,66,321,2025-04-13,service,Child expressed desire to maintain contact with siblings.,K. Brown
,66,321,2026-09-20,service,Therapeutic services initiated. Child responding well to counseling.,K. Brown
,66,321,2025-02-24,court,Case review meeting held with team. Progress toward goals noted.,J. Smith
,66,321,2025-11-13,visit,Monthly visit conducted. Child is adjusting well to school.,J. Smith
219.0,94,322,2023-12-20,visit,Safety concerns noted during home visit. Follow-up required.,R. Davis
267.0,94,322,2023-10-20,visit,Initial assessment completed. Child appears safe in current placement.,R. Davis
219.0,94,322,2022-06-23,service,Case review meeting held with team. Progress toward goals noted.,R. Davis
267.0,94,322,2024-08-12,service,Medical examination completed. All immunizations up to date.,M. Johnson
219.0,94,322,2023-06-29,assessment,Case review meeting held with team. Progress toward goals noted.,R. Davis
36.0,328,323,2025-02-01,court,Educational needs assessment conducted. IEP recommended.,M. Johnson
236.0,328,323,2024-11-20,assessment,Child expressed desire to maintain contact with siblings.,J. Smith
36.0,328,323,2023-06-04,assessment,Initial assessment completed. Child appears safe in current placement.,M. Johnson
236.0,328,323,2025-07-24,assessment,Educational needs assessment conducted. IEP recommended.,A. Williams
278.0,328,323,2023-11-16,court,Case review meeting held with team. Progress toward goals noted.,K. Brown
36.0,328,323,2025-08-01,service,Medical examination completed. All immunizations up to date.,A. Williams
236.0,328,323,2023-07-18,court,Medical examination completed. All immunizations up to date.,M. Johnson
204.0,328,323,2024-05-02,visit,Medical examination completed. All immunizations up to date.,M. Johnson
18.0,170,324,2025-07-05,court,Initial assessment completed. Child appears safe in current placement.,J. Smith
18.0,170,324,2025-10-22,court,Therapeutic services initiated. Child responding well to counseling.,A. Williams
18.0,170,324,2025-07-14,court,Court hearing scheduled for next month regarding permanency.,M. Johnson
18.0,170,324,2025-05-21,assessment,Parent-child visit supervised. Positive interaction observed.,M. Johnson
18.0,170,324,2025-10-31,court,Medical examination completed. All immunizations up to date.,R. Davis
18.0,170,324,2025-11-06,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
18.0,170,324,2025-08-22,assessment,Parent-child visit supervised. Positive interaction observed.,A. Williams
18.0,170,324,2025-10-14,service,Court hearing scheduled for next month regarding permanency.,J. Smith
213.0,326,325,2026-10-30,assessment,Monthly visit conducted. Child is adjusting well to school.,K. Brown
44.0,326,325,2026-04-07,review,Initial assessment completed. Child appears safe in current placement.,J. Smith
213.0,326,325,2026-12-22,assessment,Initial assessment completed. Child appears safe in current placement.,A. Williams
44.0,326,325,2026-03-12,visit,Child expressed desire to maintain contact with siblings.,R. Davis
213.0,326,325,2025-12-01,review,Medical examination completed. All immunizations up to date.,M. Johnson
44.0,326,325,2026-01-08,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
56.0,136,326,2024-08-23,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
277.0,136,326,2025-03-18,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
277.0,136,326,2024-09-08,court,Court hearing scheduled for next month regarding permanency.,A. Williams
200.0,132,327,2025-05-05,court,Therapeutic services initiated. Child responding well to counseling.,K. Brown
200.0,132,327,2025-03-14,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
200.0,132,327,2025-06-30,service,Medical examination completed. All immunizations up to date.,J. Smith
200.0,132,327,2025-03-04,assessment,Case review meeting held with team. Progress toward goals noted.,J. Smith
200.0,132,327,2025-04-07,review,Medical examination completed. All immunizations up to date.,A. Williams
200.0,132,327,2025-06-07,review,Medical examination completed. All immunizations up to date.,R. Davis
200.0,132,327,2025-04-09,court,Safety concerns noted during home visit. Follow-up required.,K. Brown
284.0,376,328,2025-10-06,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
284.0,376,328,2025-04-29,court,Child expressed desire to maintain contact with siblings.,M. Johnson
284.0,376,328,2023-07-09,review,Medical examination completed. All immunizations up to date.,K. Brown
284.0,376,328,2025-05-29,assessment,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
284.0,376,328,2023-12-27,review,Educational needs assessment conducted. IEP recommended.,M. Johnson
,180,329,2024-01-16,review,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
,180,329,2023-05-04,review,Educational needs assessment conducted. IEP recommended.,J. Smith
,180,329,2024-11-26,assessment,Case review meeting held with team. Progress toward goals noted.,M. Johnson
,180,329,2023-09-04,review,Medical examination completed. All immunizations up to date.,J. Smith
,180,329,2025-10-30,assessment,Court hearing scheduled for next month regarding permanency.,M. Johnson
,180,329,2023-05-22,visit,Monthly visit conducted. Child is adjusting well to school.,J. Smith
,334,330,2023-03-17,assessment,Initial assessment completed. Child appears safe in current placement.,J. Smith
,334,330,2022-04-09,review,Child expressed desire to maintain contact with siblings.,K. Brown
,334,330,2024-05-07,service,Monthly visit conducted. Child is adjusting well to school.,J. Smith
,334,330,2022-01-31,review,Case review meeting held with team. Progress toward goals noted.,R. Davis
,334,330,2025-09-16,service,Child expressed desire to maintain contact with siblings.,J. Smith
1.0,410,331,2025-10-10,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
1.0,410,331,2025-09-19,court,Initial assessment completed. Child appears safe in current placement.,M. Johnson
43.0,410,331,2025-10-10,court,Parent-child visit supervised. Positive interaction observed.,J. Smith
238.0,488,332,2025-09-25,court,Child expressed desire to maintain contact with siblings.,R. Davis
146.0,488,332,2025-08-19,assessment,Safety concerns noted during home visit. Follow-up required.,A. Williams
238.0,488,332,2025-06-20,visit,Initial assessment completed. Child appears safe in current placement.,J. Smith
186.0,83,333,2025-05-12,service,Court hearing scheduled for next month regarding permanency.,J. Smith
186.0,83,333,2025-08-10,court,Case review meeting held with team. Progress toward goals noted.,K. Brown
186.0,83,333,2025-08-28,court,Initial assessment completed. Child appears safe in current placement.,J. Smith
186.0,83,333,2025-08-27,service,Child expressed desire to maintain contact with siblings.,A. Williams
186.0,83,333,2025-05-31,visit,Child expressed desire to maintain contact with siblings.,A. Williams
186.0,83,333,2025-07-23,visit,Parent-child visit supervised. Positive interaction observed.,A. Williams
168.0,305,334,2022-06-27,visit,Child expressed desire to maintain contact with siblings.,R. Davis
168.0,305,334,2022-07-15,review,Educational needs assessment conducted. IEP recommended.,J. Smith
154.0,305,334,2022-07-06,court,Medical examination completed. All immunizations up to date.,M. Johnson
,311,335,2024-07-05,review,Parent-child visit supervised. Positive interaction observed.,A. Williams
,311,335,2024-11-20,assessment,Child expressed desire to maintain contact with siblings.,R. Davis
,311,335,2025-05-15,review,Case review meeting held with team. Progress toward goals noted.,R. Davis
,311,335,2024-06-20,assessment,Child expressed desire to maintain contact with siblings.,R. Davis
,311,335,2024-08-15,visit,Medical examination completed. All immunizations up to date.,M. Johnson
,311,335,2024-11-05,service,Medical examination completed. All immunizations up to date.,R. Davis
,311,335,2024-10-16,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
,311,335,2024-10-25,service,Case review meeting held with team. Progress toward goals noted.,J. Smith
,311,335,2024-05-09,visit,Safety concerns noted during home visit. Follow-up required.,R. Davis
,106,336,2024-12-15,court,Educational needs assessment conducted. IEP recommended.,J. Smith
,106,336,2025-07-02,service,Child expressed desire to maintain contact with siblings.,J. Smith
,106,336,2025-09-03,review,Parent-child visit supervised. Positive interaction observed.,M. Johnson
,106,336,2024-09-25,visit,Court hearing scheduled for next month regarding permanency.,K. Brown
,106,336,2025-09-08,court,Educational needs assessment conducted. IEP recommended.,R. Davis
,106,336,2025-07-06,review,Court hearing scheduled for next month regarding permanency.,K. Brown
,106,336,2024-09-21,court,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,106,336,2024-09-16,review,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,106,336,2024-10-21,service,Safety concerns noted during home visit. Follow-up required.,A. Williams
277.0,136,337,2022-09-23,service,Educational needs assessment conducted. IEP recommended.,A. Williams
56.0,136,337,2022-07-28,service,Therapeutic services initiated. Child responding well to counseling.,K. Brown
56.0,136,337,2025-06-11,visit,Monthly visit conducted. Child is adjusting well to school.,R. Davis
56.0,136,337,2025-11-03,court,Monthly visit conducted. Child is adjusting well to school.,R. Davis
277.0,136,337,2025-05-21,assessment,Child expressed desire to maintain contact with siblings.,A. Williams
56.0,136,337,2023-01-22,assessment,Case review meeting held with team. Progress toward goals noted.,K. Brown
56.0,136,337,2023-12-10,service,Initial assessment completed. Child appears safe in current placement.,A. Williams
277.0,136,337,2024-02-14,assessment,Monthly visit conducted. Child is adjusting well to school.,R. Davis
294.0,26,338,2025-06-23,court,Educational needs assessment conducted. IEP recommended.,J. Smith
294.0,26,338,2024-06-17,review,Court hearing scheduled for next month regarding permanency.,J. Smith
42.0,26,338,2025-03-09,assessment,Safety concerns noted during home visit. Follow-up required.,K. Brown
42.0,26,338,2023-07-27,visit,Monthly visit conducted. Child is adjusting well to school.,K. Brown
294.0,26,338,2024-03-07,service,Therapeutic services initiated. Child responding well to counseling.,J. Smith
42.0,26,338,2024-11-08,assessment,Court hearing scheduled for next month regarding permanency.,A. Williams
42.0,26,338,2024-11-19,review,Court hearing scheduled for next month regarding permanency.,R. Davis
294.0,26,338,2025-04-12,court,Initial assessment completed. Child appears safe in current placement.,J. Smith
,28,339,2025-02-09,review,Medical examination completed. All immunizations up to date.,M. Johnson
,28,339,2024-03-13,court,Educational needs assessment conducted. IEP recommended.,M. Johnson
,28,339,2024-01-01,assessment,Child expressed desire to maintain contact with siblings.,J. Smith
,28,339,2024-11-02,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
,422,340,2022-06-05,visit,Safety concerns noted during home visit. Follow-up required.,R. Davis
,422,340,2025-08-27,visit,Monthly visit conducted. Child is adjusting well to school.,J. Smith
,422,340,2025-04-12,court,Initial assessment completed. Child appears safe in current placement.,R. Davis
,422,340,2023-01-21,service,Monthly visit conducted. Child is adjusting well to school.,J. Smith
,422,340,2023-10-29,assessment,Child expressed desire to maintain contact with siblings.,J. Smith
,422,340,2022-04-21,court,Parent-child visit supervised. Positive interaction observed.,K. Brown
,422,340,2022-05-11,review,Court hearing scheduled for next month regarding permanency.,M. Johnson
,422,340,2022-04-21,visit,Educational needs assessment conducted. IEP recommended.,J. Smith
,422,340,2024-06-21,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
,422,340,2022-01-31,service,Therapeutic services initiated. Child responding well to counseling.,J. Smith
,50,341,2025-10-27,court,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,50,341,2025-11-07,assessment,Case review meeting held with team. Progress toward goals noted.,R. Davis
,50,341,2025-10-15,service,Case review meeting held with team. Progress toward goals noted.,R. Davis
,50,341,2025-10-29,assessment,Child expressed desire to maintain contact with siblings.,A. Williams
,50,341,2025-09-02,review,Therapeutic services initiated. Child responding well to counseling.,A. Williams
,50,341,2025-10-16,visit,Child expressed desire to maintain contact with siblings.,J. Smith
,50,341,2025-11-04,review,Court hearing scheduled for next month regarding permanency.,K. Brown
276.0,42,342,2023-12-27,assessment,Monthly visit conducted. Child is adjusting well to school.,J. Smith
276.0,42,342,2023-11-03,visit,Court hearing scheduled for next month regarding permanency.,A. Williams
276.0,42,342,2024-09-08,assessment,Court hearing scheduled for next month regarding permanency.,J. Smith
276.0,42,342,2024-06-05,assessment,Safety concerns noted during home visit. Follow-up required.,K. Brown
276.0,42,342,2023-11-01,court,Court hearing scheduled for next month regarding permanency.,K. Brown
276.0,42,342,2024-08-07,service,Therapeutic services initiated. Child responding well to counseling.,R. Davis
68.0,251,343,2022-04-13,service,Parent-child visit supervised. Positive interaction observed.,R. Davis
68.0,251,343,2025-02-19,court,Therapeutic services initiated. Child responding well to counseling.,R. Davis
68.0,251,343,2024-11-19,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
68.0,251,343,2023-11-06,service,Therapeutic services initiated. Child responding well to counseling.,K. Brown
68.0,251,343,2022-11-02,court,Safety concerns noted during home visit. Follow-up required.,J. Smith
68.0,251,343,2024-07-24,court,Initial assessment completed. Child appears safe in current placement.,K. Brown
68.0,251,343,2024-01-31,review,Safety concerns noted during home visit. Follow-up required.,A. Williams
68.0,251,343,2022-07-06,service,Court hearing scheduled for next month regarding permanency.,M. Johnson
68.0,251,343,2025-03-25,visit,Case review meeting held with team. Progress toward goals noted.,J. Smith
65.0,199,344,2025-10-22,visit,Initial assessment completed. Child appears safe in current placement.,K. Brown
65.0,199,344,2025-08-13,visit,Case review meeting held with team. Progress toward goals noted.,J. Smith
65.0,199,344,2025-01-22,visit,Monthly visit conducted. Child is adjusting well to school.,K. Brown
65.0,199,344,2025-10-28,visit,Case review meeting held with team. Progress toward goals noted.,J. Smith
65.0,199,344,2024-12-06,court,Educational needs assessment conducted. IEP recommended.,K. Brown
65.0,199,344,2024-10-22,assessment,Initial assessment completed. Child appears safe in current placement.,K. Brown
65.0,199,344,2025-09-27,assessment,Safety concerns noted during home visit. Follow-up required.,A. Williams
65.0,199,344,2025-09-17,assessment,Initial assessment completed. Child appears safe in current placement.,J. Smith
,96,345,2023-10-13,service,Safety concerns noted during home visit. Follow-up required.,R. Davis
,96,345,2024-04-09,visit,Initial assessment completed. Child appears safe in current placement.,M. Johnson
,96,345,2025-09-06,service,Initial assessment completed. Child appears safe in current placement.,J. Smith
,96,345,2024-03-02,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,96,345,2025-09-09,assessment,Safety concerns noted during home visit. Follow-up required.,R. Davis
,135,346,2024-10-22,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
,135,346,2024-10-22,court,Initial assessment completed. Child appears safe in current placement.,K. Brown
,135,346,2024-07-27,service,Parent-child visit supervised. Positive interaction observed.,M. Johnson
,135,346,2024-10-28,review,Medical examination completed. All immunizations up to date.,J. Smith
,135,346,2024-09-30,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
,135,346,2024-08-30,visit,Initial assessment completed. Child appears safe in current placement.,J. Smith
,135,346,2024-10-10,court,Case review meeting held with team. Progress toward goals noted.,M. Johnson
121.0,44,347,2022-02-02,review,Monthly visit conducted. Child is adjusting well to school.,J. Smith
158.0,44,347,2023-07-31,assessment,Initial assessment completed. Child appears safe in current placement.,M. Johnson
121.0,44,347,2024-06-04,review,Case review meeting held with team. Progress toward goals noted.,A. Williams
121.0,44,347,2022-05-20,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
121.0,44,347,2022-07-20,court,Case review meeting held with team. Progress toward goals noted.,R. Davis
158.0,44,347,2022-12-31,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
158.0,44,347,2025-03-15,assessment,Initial assessment completed. Child appears safe in current placement.,A. Williams
76.0,498,348,2022-11-10,visit,Child expressed desire to maintain contact with siblings.,K. Brown
76.0,498,348,2025-08-28,visit,Child expressed desire to maintain contact with siblings.,R. Davis
76.0,498,348,2024-11-12,visit,Medical examination completed. All immunizations up to date.,K. Brown
264.0,498,348,2024-12-04,court,Initial assessment completed. Child appears safe in current placement.,M. Johnson
264.0,498,348,2025-02-23,assessment,Parent-child visit supervised. Positive interaction observed.,M. Johnson
264.0,498,348,2025-08-29,court,Case review meeting held with team. Progress toward goals noted.,A. Williams
76.0,498,348,2023-09-22,visit,Child expressed desire to maintain contact with siblings.,K. Brown
264.0,498,348,2025-01-12,assessment,Safety concerns noted during home visit. Follow-up required.,A. Williams
76.0,498,348,2022-07-05,assessment,Safety concerns noted during home visit. Follow-up required.,J. Smith
,420,349,2025-08-09,assessment,Child expressed desire to maintain contact with siblings.,A. Williams
,420,349,2024-04-08,assessment,Child expressed desire to maintain contact with siblings.,M. Johnson
,420,349,2024-06-10,visit,Educational needs assessment conducted. IEP recommended.,R. Davis
,420,349,2024-04-07,assessment,Case review meeting held with team. Progress toward goals noted.,J. Smith
112.0,294,350,2024-11-13,assessment,Therapeutic services initiated. Child responding well to counseling.,A. Williams
112.0,294,350,2024-09-18,visit,Initial assessment completed. Child appears safe in current placement.,R. Davis
135.0,294,350,2024-07-23,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
135.0,294,350,2024-06-18,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
112.0,294,350,2024-06-27,visit,Monthly visit conducted. Child is adjusting well to school.,K. Brown
179.0,463,351,2025-09-23,assessment,Case review meeting held with team. Progress toward goals noted.,J. Smith
179.0,463,351,2025-09-03,service,Safety concerns noted during home visit. Follow-up required.,R. Davis
179.0,463,351,2025-10-08,court,Case review meeting held with team. Progress toward goals noted.,M. Johnson
179.0,463,351,2025-08-09,review,Case review meeting held with team. Progress toward goals noted.,K. Brown
179.0,463,351,2025-09-06,service,Initial assessment completed. Child appears safe in current placement.,M. Johnson
179.0,463,351,2025-08-28,assessment,Initial assessment completed. Child appears safe in current placement.,M. Johnson
179.0,463,351,2025-09-25,court,Medical examination completed. All immunizations up to date.,M. Johnson
179.0,463,351,2025-08-07,service,Educational needs assessment conducted. IEP recommended.,J. Smith
179.0,463,351,2025-10-25,visit,Educational needs assessment conducted. IEP recommended.,J. Smith
180.0,347,352,2024-03-22,assessment,Medical examination completed. All immunizations up to date.,J. Smith
180.0,347,352,2023-04-22,service,Court hearing scheduled for next month regarding permanency.,J. Smith
180.0,347,352,2025-09-13,visit,Safety concerns noted during home visit. Follow-up required.,R. Davis
180.0,347,352,2022-12-27,visit,Safety concerns noted during home visit. Follow-up required.,R. Davis
,486,353,2025-06-10,visit,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,486,353,2025-06-11,assessment,Medical examination completed. All immunizations up to date.,A. Williams
,486,353,2025-04-19,review,Medical examination completed. All immunizations up to date.,J. Smith
,486,353,2025-11-08,review,Safety concerns noted during home visit. Follow-up required.,R. Davis
202.0,217,354,2027-04-07,assessment,Monthly visit conducted. Child is adjusting well to school.,K. Brown
202.0,217,354,2026-11-21,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
202.0,217,354,2026-09-03,visit,Medical examination completed. All immunizations up to date.,K. Brown
202.0,217,354,2027-01-14,review,Case review meeting held with team. Progress toward goals noted.,K. Brown
202.0,217,354,2027-11-07,review,Therapeutic services initiated. Child responding well to counseling.,A. Williams
202.0,217,354,2027-10-21,visit,Monthly visit conducted. Child is adjusting well to school.,R. Davis
202.0,217,354,2025-09-19,service,Court hearing scheduled for next month regarding permanency.,J. Smith
202.0,217,354,2025-06-25,review,Parent-child visit supervised. Positive interaction observed.,R. Davis
202.0,217,354,2026-02-26,assessment,Court hearing scheduled for next month regarding permanency.,M. Johnson
202.0,217,354,2025-06-30,visit,Therapeutic services initiated. Child responding well to counseling.,A. Williams
5.0,428,355,2023-12-30,assessment,Medical examination completed. All immunizations up to date.,J. Smith
176.0,428,355,2022-10-21,court,Case review meeting held with team. Progress toward goals noted.,R. Davis
5.0,428,355,2023-07-14,assessment,Initial assessment completed. Child appears safe in current placement.,M. Johnson
5.0,428,355,2022-08-20,visit,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
5.0,428,355,2023-08-30,assessment,Educational needs assessment conducted. IEP recommended.,K. Brown
5.0,428,355,2024-06-12,visit,Parent-child visit supervised. Positive interaction observed.,A. Williams
5.0,428,355,2023-07-10,assessment,Medical examination completed. All immunizations up to date.,J. Smith
176.0,428,355,2024-10-10,visit,Child expressed desire to maintain contact with siblings.,A. Williams
